id,doc_number,staff_id,project_id,period,date,week_label,hours,bill_rate,cost_rate,billable_value,labor_cost
TS-2025-12-01293,TS-2025-0909,staff-professional-services-8,svc-sub-22-1,2025-12,2025-12-25,2025-12-W4,24.1,208.00,133.55,5022.16,3224.56
TS-2025-12-01294,TS-2025-0910,staff-professional-services-8,svc-sub-22-1,2025-12,2025-12-31,2025-12-W5,17,208.00,133.55,3540.58,2273.29
TS-2025-12-01295,TS-2025-0911,staff-professional-services-7,svc-sub-22-2,2025-12,2025-12-07,2025-12-W1,8.9,212.00,120.60,1891.12,1075.80
TS-2025-12-01296,TS-2025-0912,staff-professional-services-7,svc-sub-22-2,2025-12,2025-12-13,2025-12-W2,6.3,212.00,120.60,1334.76,759.30
TS-2025-12-01297,TS-2025-0913,staff-professional-services-7,svc-sub-22-2,2025-12,2025-12-19,2025-12-W3,6.7,212.00,120.60,1418.38,806.87
TS-2025-12-01298,TS-2025-0914,staff-professional-services-7,svc-sub-22-2,2025-12,2025-12-25,2025-12-W4,7.8,212.00,120.60,1648.27,937.65
TS-2025-12-01299,TS-2025-0915,staff-professional-services-7,svc-sub-22-2,2025-12,2025-12-31,2025-12-W5,12.8,212.00,120.60,2707.47,1540.19
TS-2025-12-01300,TS-2025-0916,staff-professional-services-2,svc-sub-23-0,2025-12,2025-12-08,2025-12-W1,9,211.00,127.89,1893.61,1147.74
TS-2025-12-01301,TS-2025-0917,staff-professional-services-2,svc-sub-23-0,2025-12,2025-12-14,2025-12-W2,9.4,211.00,127.89,1993.54,1208.31
TS-2025-12-01302,TS-2025-0918,staff-professional-services-2,svc-sub-23-0,2025-12,2025-12-19,2025-12-W3,4.8,211.00,127.89,1022.33,619.65
TS-2025-12-01303,TS-2025-0919,staff-professional-services-2,svc-sub-23-0,2025-12,2025-12-26,2025-12-W4,10,211.00,127.89,2105.87,1276.40
TS-2025-12-01304,TS-2025-0920,staff-professional-services-2,svc-sub-23-0,2025-12,2025-12-31,2025-12-W5,7,211.00,127.89,1484.65,899.87
TS-2025-12-01305,TS-2025-0921,staff-professional-services-2,svc-sub-23-3,2025-12,2025-12-08,2025-12-W1,16.1,198.00,125.28,3195.47,2021.86
TS-2025-12-01306,TS-2025-0922,staff-professional-services-2,svc-sub-23-3,2025-12,2025-12-14,2025-12-W2,11.9,198.00,125.28,2354.62,1489.83
TS-2025-12-01307,TS-2025-0923,staff-professional-services-2,svc-sub-23-3,2025-12,2025-12-19,2025-12-W3,19.4,198.00,125.28,3840.73,2430.13
TS-2025-12-01308,TS-2025-0924,staff-professional-services-2,svc-sub-23-3,2025-12,2025-12-25,2025-12-W4,15.5,198.00,125.28,3064.82,1939.20
TS-2025-12-01309,TS-2025-0925,staff-professional-services-2,svc-sub-23-3,2025-12,2025-12-31,2025-12-W5,19.8,198.00,125.28,3918.28,2479.20
TS-2025-12-01310,TS-2025-0926,staff-professional-services-7,svc-sub-23-3,2025-12,2025-12-07,2025-12-W1,13.9,201.00,119.35,2787.15,1654.96
TS-2025-12-01311,TS-2025-0927,staff-professional-services-7,svc-sub-23-3,2025-12,2025-12-14,2025-12-W2,12.4,201.00,119.35,2491.59,1479.46
TS-2025-12-01312,TS-2025-0928,staff-professional-services-7,svc-sub-23-3,2025-12,2025-12-20,2025-12-W3,12.7,201.00,119.35,2562.31,1521.45
TS-2025-12-01313,TS-2025-0929,staff-professional-services-7,svc-sub-23-3,2025-12,2025-12-25,2025-12-W4,15.6,201.00,119.35,3126.82,1856.65
TS-2025-12-01314,TS-2025-0930,staff-professional-services-7,svc-sub-23-3,2025-12,2025-12-31,2025-12-W5,15.7,201.00,119.35,3158.21,1875.29
TS-2026-01-01315,TS-2026-0001,staff-professional-services-7,svc-sub-19-0,2026-01,2026-01-08,2026-01-W1,28.4,194.00,108.43,5502.69,3075.55
TS-2026-01-01316,TS-2026-0002,staff-professional-services-7,svc-sub-19-0,2026-01,2026-01-14,2026-01-W2,34.6,194.00,108.43,6716.23,3753.82
TS-2026-01-01317,TS-2026-0003,staff-professional-services-7,svc-sub-19-0,2026-01,2026-01-19,2026-01-W3,27.8,194.00,108.43,5402.36,3019.47
TS-2026-01-01318,TS-2026-0004,staff-professional-services-7,svc-sub-19-0,2026-01,2026-01-26,2026-01-W4,16.8,194.00,108.43,3253.26,1818.30
TS-2026-01-01319,TS-2026-0005,staff-professional-services-7,svc-sub-19-0,2026-01,2026-01-31,2026-01-W5,30,194.00,108.43,5814.75,3249.97
TS-2026-01-01320,TS-2026-0006,staff-professional-services-bf0,svc-sub-19-0,2026-01,2026-01-08,2026-01-W1,21.1,189.00,115.37,3990.23,2435.73
TS-2026-01-01321,TS-2026-0007,staff-professional-services-bf0,svc-sub-19-0,2026-01,2026-01-14,2026-01-W2,17.1,189.00,115.37,3231.94,1972.85
TS-2026-01-01322,TS-2026-0008,staff-professional-services-bf0,svc-sub-19-0,2026-01,2026-01-19,2026-01-W3,20.1,189.00,115.37,3802.34,2321.04
TS-2026-01-01323,TS-2026-0009,staff-professional-services-bf0,svc-sub-19-0,2026-01,2026-01-25,2026-01-W4,29.2,189.00,115.37,5524.85,3372.50
TS-2026-01-01324,TS-2026-0010,staff-professional-services-bf0,svc-sub-19-0,2026-01,2026-01-31,2026-01-W5,23.4,189.00,115.37,4428.02,2702.97
TS-2026-01-01325,TS-2026-0011,staff-professional-services-3,svc-sub-20-2,2026-01,2026-01-08,2026-01-W1,1.5,197.00,134.88,292.33,200.15
TS-2026-01-01326,TS-2026-0012,staff-professional-services-3,svc-sub-20-2,2026-01,2026-01-14,2026-01-W2,1.1,197.00,134.88,207.65,142.17
TS-2026-01-01327,TS-2026-0013,staff-professional-services-3,svc-sub-20-2,2026-01,2026-01-19,2026-01-W3,0.9,197.00,134.88,185.73,127.16
TS-2026-01-01328,TS-2026-0014,staff-professional-services-3,svc-sub-20-2,2026-01,2026-01-25,2026-01-W4,1.8,197.00,134.88,359.01,245.80
TS-2026-01-01329,TS-2026-0015,staff-professional-services-3,svc-sub-20-2,2026-01,2026-01-31,2026-01-W5,1.6,197.00,134.88,312.12,213.70
TS-2026-01-01330,TS-2026-0016,staff-professional-services-1,svc-sub-20-3,2026-01,2026-01-08,2026-01-W1,1.7,209.00,143.05,356.32,243.88
TS-2026-01-01331,TS-2026-0017,staff-professional-services-1,svc-sub-20-3,2026-01,2026-01-14,2026-01-W2,1.7,209.00,143.05,353.44,241.91
TS-2026-01-01332,TS-2026-0018,staff-professional-services-1,svc-sub-20-3,2026-01,2026-01-20,2026-01-W3,1.8,209.00,143.05,376.15,257.46
TS-2026-01-01333,TS-2026-0019,staff-professional-services-1,svc-sub-20-3,2026-01,2026-01-26,2026-01-W4,1.8,209.00,143.05,383.05,262.18
TS-2026-01-01334,TS-2026-0020,staff-professional-services-1,svc-sub-20-3,2026-01,2026-01-31,2026-01-W5,1.3,209.00,143.05,266.23,182.22
TS-2026-01-01335,TS-2026-0021,staff-professional-services-bf1,svc-sub-21-0,2026-01,2026-01-07,2026-01-W1,18.3,196.00,135.52,3577.68,2473.71
TS-2026-01-01336,TS-2026-0022,staff-professional-services-bf1,svc-sub-21-0,2026-01,2026-01-14,2026-01-W2,20,196.00,135.52,3915.14,2707.04
TS-2026-01-01337,TS-2026-0023,staff-professional-services-bf1,svc-sub-21-0,2026-01,2026-01-20,2026-01-W3,16.9,196.00,135.52,3311.12,2289.40
TS-2026-01-01338,TS-2026-0024,staff-professional-services-bf1,svc-sub-21-0,2026-01,2026-01-25,2026-01-W4,24.3,196.00,135.52,4755.21,3287.89
TS-2026-01-01339,TS-2026-0025,staff-professional-services-bf1,svc-sub-21-0,2026-01,2026-01-31,2026-01-W5,21.8,196.00,135.52,4270.49,2952.74
TS-2026-01-01340,TS-2026-0026,staff-professional-services-5,svc-sub-21-0,2026-01,2026-01-07,2026-01-W1,15.1,184.00,130.67,2770.80,1967.72
TS-2026-01-01341,TS-2026-0027,staff-professional-services-5,svc-sub-21-0,2026-01,2026-01-14,2026-01-W2,18.5,184.00,130.67,3406.27,2419.01
TS-2026-01-01342,TS-2026-0028,staff-professional-services-5,svc-sub-21-0,2026-01,2026-01-19,2026-01-W3,25.3,184.00,130.67,4654.47,3305.43
TS-2026-01-01343,TS-2026-0029,staff-professional-services-5,svc-sub-21-0,2026-01,2026-01-25,2026-01-W4,18.4,184.00,130.67,3380.33,2400.59
TS-2026-01-01344,TS-2026-0030,staff-professional-services-5,svc-sub-21-0,2026-01,2026-01-31,2026-01-W5,22.9,184.00,130.67,4208.49,2988.71
TS-2026-01-01345,TS-2026-0031,staff-professional-services-4,svc-sub-22-0,2026-01,2026-01-07,2026-01-W1,13,183.00,125.00,2370.43,1619.15
TS-2026-01-01346,TS-2026-0032,staff-professional-services-4,svc-sub-22-0,2026-01,2026-01-13,2026-01-W2,21.2,183.00,125.00,3883.61,2652.74
TS-2026-01-01347,TS-2026-0033,staff-professional-services-4,svc-sub-22-0,2026-01,2026-01-19,2026-01-W3,12.6,183.00,125.00,2303.47,1573.41
TS-2026-01-01348,TS-2026-0034,staff-professional-services-4,svc-sub-22-0,2026-01,2026-01-25,2026-01-W4,18.1,183.00,125.00,3313.74,2263.48
TS-2026-01-01349,TS-2026-0035,staff-professional-services-4,svc-sub-22-0,2026-01,2026-01-31,2026-01-W5,26.5,183.00,125.00,4851.40,3313.80
TS-2026-01-01350,TS-2026-0036,staff-professional-services-9,svc-sub-22-0,2026-01,2026-01-08,2026-01-W1,14.7,190.00,128.75,2794.50,1893.64
TS-2026-01-01351,TS-2026-0037,staff-professional-services-9,svc-sub-22-0,2026-01,2026-01-13,2026-01-W2,16,190.00,128.75,3038.05,2058.68
TS-2026-01-01352,TS-2026-0038,staff-professional-services-9,svc-sub-22-0,2026-01,2026-01-20,2026-01-W3,24,190.00,128.75,4563.43,3092.32
TS-2026-01-01353,TS-2026-0039,staff-professional-services-9,svc-sub-22-0,2026-01,2026-01-25,2026-01-W4,19,190.00,128.75,3618.87,2452.26
TS-2026-01-01354,TS-2026-0040,staff-professional-services-9,svc-sub-22-0,2026-01,2026-01-31,2026-01-W5,17.2,190.00,128.75,3262.50,2210.77
TS-2026-01-01355,TS-2026-0041,staff-professional-services-8,svc-sub-22-1,2026-01,2026-01-07,2026-01-W1,26.9,215.00,149.54,5793.60,4029.65
TS-2026-01-01356,TS-2026-0042,staff-professional-services-8,svc-sub-22-1,2026-01,2026-01-14,2026-01-W2,21.9,215.00,149.54,4705.31,3272.71
TS-2026-01-01357,TS-2026-0043,staff-professional-services-8,svc-sub-22-1,2026-01,2026-01-20,2026-01-W3,21.2,215.00,149.54,4551.83,3165.96
TS-2026-01-01358,TS-2026-0044,staff-professional-services-8,svc-sub-22-1,2026-01,2026-01-25,2026-01-W4,15.4,215.00,149.54,3319.34,2308.72
TS-2026-01-01359,TS-2026-0045,staff-professional-services-8,svc-sub-22-1,2026-01,2026-01-31,2026-01-W5,22.7,215.00,149.54,4879.92,3394.15
TS-2026-01-01360,TS-2026-0046,staff-professional-services-6,svc-sub-22-2,2026-01,2026-01-08,2026-01-W1,0.5,205.00,119.61,107.06,62.47
TS-2026-01-01361,TS-2026-0047,staff-professional-services-6,svc-sub-22-2,2026-01,2026-01-14,2026-01-W2,0.5,205.00,119.61,100.13,58.42
TS-2026-01-01362,TS-2026-0048,staff-professional-services-6,svc-sub-22-2,2026-01,2026-01-19,2026-01-W3,0.5,205.00,119.61,93.38,54.48
TS-2026-01-01363,TS-2026-0049,staff-professional-services-6,svc-sub-22-2,2026-01,2026-01-26,2026-01-W4,0.5,205.00,119.61,95.98,56.00
TS-2026-01-01364,TS-2026-0050,staff-professional-services-6,svc-sub-22-2,2026-01,2026-01-31,2026-01-W5,0.4,205.00,119.61,73.13,42.67
TS-2026-01-01365,TS-2026-0051,staff-professional-services-0,svc-sub-23-0,2026-01,2026-01-08,2026-01-W1,6.9,202.00,122.45,1388.85,841.90
TS-2026-01-01366,TS-2026-0052,staff-professional-services-0,svc-sub-23-0,2026-01,2026-01-14,2026-01-W2,10.2,202.00,122.45,2057.64,1247.32
TS-2026-01-01367,TS-2026-0053,staff-professional-services-0,svc-sub-23-0,2026-01,2026-01-20,2026-01-W3,10.1,202.00,122.45,2046.46,1240.54
TS-2026-01-01368,TS-2026-0054,staff-professional-services-0,svc-sub-23-0,2026-01,2026-01-26,2026-01-W4,7.3,202.00,122.45,1475.48,894.42
TS-2026-01-01369,TS-2026-0055,staff-professional-services-0,svc-sub-23-0,2026-01,2026-01-31,2026-01-W5,7.6,202.00,122.45,1531.57,928.42
TS-2026-01-01370,TS-2026-0056,staff-professional-services-10,svc-sub-23-3,2026-01,2026-01-08,2026-01-W1,14.7,196.00,122.34,2888.48,1802.94
TS-2026-01-01371,TS-2026-0057,staff-professional-services-10,svc-sub-23-3,2026-01,2026-01-13,2026-01-W2,16.6,196.00,122.34,3247.13,2026.81
TS-2026-01-01372,TS-2026-0058,staff-professional-services-10,svc-sub-23-3,2026-01,2026-01-19,2026-01-W3,20.9,196.00,122.34,4090.93,2553.49
TS-2026-01-01373,TS-2026-0059,staff-professional-services-10,svc-sub-23-3,2026-01,2026-01-25,2026-01-W4,15,196.00,122.34,2931.52,1829.81
TS-2026-01-01374,TS-2026-0060,staff-professional-services-10,svc-sub-23-3,2026-01,2026-01-31,2026-01-W5,9.5,196.00,122.34,1857.52,1159.43
TS-2026-01-01375,TS-2026-0061,staff-professional-services-2,svc-sub-23-3,2026-01,2026-01-07,2026-01-W1,9.7,197.00,119.51,1916.80,1162.83
TS-2026-01-01376,TS-2026-0062,staff-professional-services-2,svc-sub-23-3,2026-01,2026-01-14,2026-01-W2,18.5,197.00,119.51,3649.66,2214.07
TS-2026-01-01377,TS-2026-0063,staff-professional-services-2,svc-sub-23-3,2026-01,2026-01-19,2026-01-W3,19.1,197.00,119.51,3760.97,2281.59
TS-2026-01-01378,TS-2026-0064,staff-professional-services-2,svc-sub-23-3,2026-01,2026-01-26,2026-01-W4,10.3,197.00,119.51,2029.76,1231.35
TS-2026-01-01379,TS-2026-0065,staff-professional-services-2,svc-sub-23-3,2026-01,2026-01-31,2026-01-W5,21,197.00,119.51,4127.23,2503.78
TS-2026-01-01380,TS-2026-0066,staff-professional-services-6,svc-sub-24-0,2026-01,2026-01-07,2026-01-W1,24.5,215.00,138.55,5258.58,3388.73
TS-2026-01-01381,TS-2026-0067,staff-professional-services-6,svc-sub-24-0,2026-01,2026-01-13,2026-01-W2,21.3,215.00,138.55,4589.80,2957.75
TS-2026-01-01382,TS-2026-0068,staff-professional-services-6,svc-sub-24-0,2026-01,2026-01-20,2026-01-W3,23.6,215.00,138.55,5070.84,3267.74
TS-2026-01-01383,TS-2026-0069,staff-professional-services-6,svc-sub-24-0,2026-01,2026-01-25,2026-01-W4,14.1,215.00,138.55,3026.76,1950.50
TS-2026-01-01384,TS-2026-0070,staff-professional-services-6,svc-sub-24-0,2026-01,2026-01-31,2026-01-W5,22.3,215.00,138.55,4804.02,3095.80
TS-2026-01-01385,TS-2026-0071,staff-professional-services-3,svc-sub-24-1,2026-01,2026-01-07,2026-01-W1,17.5,197.00,141.18,3446.80,2470.15
TS-2026-01-01386,TS-2026-0072,staff-professional-services-3,svc-sub-24-1,2026-01,2026-01-14,2026-01-W2,31.9,197.00,141.18,6277.84,4499.01
TS-2026-01-01387,TS-2026-0073,staff-professional-services-3,svc-sub-24-1,2026-01,2026-01-19,2026-01-W3,30.9,197.00,141.18,6090.68,4364.88
TS-2026-01-01388,TS-2026-0074,staff-professional-services-3,svc-sub-24-1,2026-01,2026-01-26,2026-01-W4,17.8,197.00,141.18,3507.66,2513.76
TS-2026-01-01389,TS-2026-0075,staff-professional-services-3,svc-sub-24-1,2026-01,2026-01-31,2026-01-W5,19.9,197.00,141.18,3917.82,2807.70
TS-2026-01-01390,TS-2026-0076,staff-professional-services-1,svc-sub-24-1,2026-01,2026-01-07,2026-01-W1,21.5,193.00,140.95,4157.33,3036.14
TS-2026-01-01391,TS-2026-0077,staff-professional-services-1,svc-sub-24-1,2026-01,2026-01-13,2026-01-W2,28.4,193.00,140.95,5481.14,4002.94
TS-2026-01-01392,TS-2026-0078,staff-professional-services-1,svc-sub-24-1,2026-01,2026-01-19,2026-01-W3,30.7,193.00,140.95,5929.07,4330.06
TS-2026-01-01393,TS-2026-0079,staff-professional-services-1,svc-sub-24-1,2026-01,2026-01-25,2026-01-W4,39.8,193.00,140.95,7675.33,5605.38
TS-2026-01-01394,TS-2026-0080,staff-professional-services-1,svc-sub-24-1,2026-01,2026-01-31,2026-01-W5,26,193.00,140.95,5016.33,3663.48
TS-2026-02-01395,TS-2026-0081,staff-professional-services-2,svc-sub-19-0,2026-02,2026-02-08,2026-02-W1,3,179.00,104.22,528.87,307.93
TS-2026-02-01396,TS-2026-0082,staff-professional-services-2,svc-sub-19-0,2026-02,2026-02-14,2026-02-W2,3.3,179.00,104.22,592.52,344.99
TS-2026-02-01397,TS-2026-0083,staff-professional-services-2,svc-sub-19-0,2026-02,2026-02-19,2026-02-W3,3.4,179.00,104.22,601.78,350.38
TS-2026-02-01398,TS-2026-0084,staff-professional-services-2,svc-sub-19-0,2026-02,2026-02-26,2026-02-W4,1.7,179.00,104.22,301.23,175.39
TS-2026-02-01399,TS-2026-0085,staff-professional-services-2,svc-sub-19-0,2026-02,2026-02-28,2026-02-W5,2.6,179.00,104.22,463.14,269.66
TS-2026-02-01400,TS-2026-0086,staff-professional-services-7,svc-sub-21-0,2026-02,2026-02-07,2026-02-W1,2.1,180.00,132.29,381.40,280.31
TS-2026-02-01401,TS-2026-0087,staff-professional-services-7,svc-sub-21-0,2026-02,2026-02-14,2026-02-W2,1.6,180.00,132.29,295.05,216.85
TS-2026-02-01402,TS-2026-0088,staff-professional-services-7,svc-sub-21-0,2026-02,2026-02-20,2026-02-W3,1.7,180.00,132.29,311.60,229.01
TS-2026-02-01403,TS-2026-0089,staff-professional-services-7,svc-sub-21-0,2026-02,2026-02-26,2026-02-W4,3.1,180.00,132.29,556.64,409.10
TS-2026-02-01404,TS-2026-0090,staff-professional-services-7,svc-sub-21-0,2026-02,2026-02-28,2026-02-W5,2.5,180.00,132.29,451.43,331.78
TS-2026-02-01405,TS-2026-0091,staff-professional-services-8,svc-sub-22-0,2026-02,2026-02-08,2026-02-W1,13.9,202.00,130.45,2809.68,1814.47
TS-2026-02-01406,TS-2026-0092,staff-professional-services-8,svc-sub-22-0,2026-02,2026-02-13,2026-02-W2,22.4,202.00,130.45,4521.95,2920.24
TS-2026-02-01407,TS-2026-0093,staff-professional-services-8,svc-sub-22-0,2026-02,2026-02-19,2026-02-W3,11.8,202.00,130.45,2373.71,1532.92
TS-2026-02-01408,TS-2026-0094,staff-professional-services-8,svc-sub-22-0,2026-02,2026-02-26,2026-02-W4,11.7,202.00,130.45,2360.74,1524.55
TS-2026-02-01409,TS-2026-0095,staff-professional-services-8,svc-sub-22-0,2026-02,2026-02-28,2026-02-W5,12.7,202.00,130.45,2571.07,1660.38
TS-2026-02-01410,TS-2026-0096,staff-professional-services-0,svc-sub-22-0,2026-02,2026-02-08,2026-02-W1,23.1,197.00,129.67,4556.95,2999.49
TS-2026-02-01411,TS-2026-0097,staff-professional-services-0,svc-sub-22-0,2026-02,2026-02-13,2026-02-W2,14.9,197.00,129.67,2932.73,1930.39
TS-2026-02-01412,TS-2026-0098,staff-professional-services-0,svc-sub-22-0,2026-02,2026-02-19,2026-02-W3,11.9,197.00,129.67,2351.80,1548.01
TS-2026-02-01413,TS-2026-0099,staff-professional-services-0,svc-sub-22-0,2026-02,2026-02-26,2026-02-W4,23.7,197.00,129.67,4675.29,3077.39
TS-2026-02-01414,TS-2026-0100,staff-professional-services-0,svc-sub-22-0,2026-02,2026-02-28,2026-02-W5,24.6,197.00,129.67,4846.08,3189.80
TS-2026-02-01415,TS-2026-0101,staff-professional-services-bf0,svc-sub-22-1,2026-02,2026-02-08,2026-02-W1,16.7,210.00,140.47,3511.69,2348.99
TS-2026-02-01416,TS-2026-0102,staff-professional-services-bf0,svc-sub-22-1,2026-02,2026-02-14,2026-02-W2,23.2,210.00,140.47,4864.47,3253.87
TS-2026-02-01417,TS-2026-0103,staff-professional-services-bf0,svc-sub-22-1,2026-02,2026-02-19,2026-02-W3,17.7,210.00,140.47,3713.71,2484.12
TS-2026-02-01418,TS-2026-0104,staff-professional-services-bf0,svc-sub-22-1,2026-02,2026-02-25,2026-02-W4,24.8,210.00,140.47,5209.76,3484.83
TS-2026-02-01419,TS-2026-0105,staff-professional-services-bf0,svc-sub-22-1,2026-02,2026-02-28,2026-02-W5,28.3,210.00,140.47,5950.37,3980.23
TS-2026-02-01420,TS-2026-0106,staff-professional-services-bf1,svc-sub-23-3,2026-02,2026-02-08,2026-02-W1,14.5,187.00,117.57,2711.62,1704.84
TS-2026-02-01421,TS-2026-0107,staff-professional-services-bf1,svc-sub-23-3,2026-02,2026-02-14,2026-02-W2,14.3,187.00,117.57,2681.81,1686.10
TS-2026-02-01422,TS-2026-0108,staff-professional-services-bf1,svc-sub-23-3,2026-02,2026-02-20,2026-02-W3,16.6,187.00,117.57,3111.56,1956.29
TS-2026-02-01423,TS-2026-0109,staff-professional-services-bf1,svc-sub-23-3,2026-02,2026-02-25,2026-02-W4,18.7,187.00,117.57,3489.60,2193.97
TS-2026-02-01424,TS-2026-0110,staff-professional-services-bf1,svc-sub-23-3,2026-02,2026-02-28,2026-02-W5,12.9,187.00,117.57,2415.14,1518.44
TS-2026-02-01425,TS-2026-0111,staff-professional-services-10,svc-sub-23-3,2026-02,2026-02-08,2026-02-W1,16.7,194.00,124.24,3236.83,2072.91
TS-2026-02-01426,TS-2026-0112,staff-professional-services-10,svc-sub-23-3,2026-02,2026-02-13,2026-02-W2,18.9,194.00,124.24,3673.93,2352.83
TS-2026-02-01427,TS-2026-0113,staff-professional-services-10,svc-sub-23-3,2026-02,2026-02-19,2026-02-W3,9.7,194.00,124.24,1881.15,1204.71
TS-2026-02-01428,TS-2026-0114,staff-professional-services-10,svc-sub-23-3,2026-02,2026-02-26,2026-02-W4,18.3,194.00,124.24,3553.67,2275.81
TS-2026-02-01429,TS-2026-0115,staff-professional-services-10,svc-sub-23-3,2026-02,2026-02-28,2026-02-W5,19.3,194.00,124.24,3744.69,2398.15
TS-2026-02-01430,TS-2026-0116,staff-professional-services-5,svc-sub-24-0,2026-02,2026-02-07,2026-02-W1,25.4,212.00,136.06,5375.38,3449.88
TS-2026-02-01431,TS-2026-0117,staff-professional-services-5,svc-sub-24-0,2026-02,2026-02-14,2026-02-W2,18.6,212.00,136.06,3952.29,2536.55
TS-2026-02-01432,TS-2026-0118,staff-professional-services-5,svc-sub-24-0,2026-02,2026-02-20,2026-02-W3,20.7,212.00,136.06,4397.78,2822.46
TS-2026-02-01433,TS-2026-0119,staff-professional-services-5,svc-sub-24-0,2026-02,2026-02-25,2026-02-W4,22.3,212.00,136.06,4730.73,3036.15
TS-2026-02-01434,TS-2026-0120,staff-professional-services-5,svc-sub-24-0,2026-02,2026-02-28,2026-02-W5,20.3,212.00,136.06,4293.82,2755.74
TS-2026-02-01435,TS-2026-0121,staff-professional-services-6,svc-sub-24-1,2026-02,2026-02-07,2026-02-W1,28.5,194.00,140.86,5534.20,4018.29
TS-2026-02-01436,TS-2026-0122,staff-professional-services-6,svc-sub-24-1,2026-02,2026-02-14,2026-02-W2,18.8,194.00,140.86,3645.88,2647.21
TS-2026-02-01437,TS-2026-0123,staff-professional-services-6,svc-sub-24-1,2026-02,2026-02-19,2026-02-W3,29.3,194.00,140.86,5692.41,4133.16
TS-2026-02-01438,TS-2026-0124,staff-professional-services-6,svc-sub-24-1,2026-02,2026-02-25,2026-02-W4,33.4,194.00,140.86,6476.86,4702.73
TS-2026-02-01439,TS-2026-0125,staff-professional-services-6,svc-sub-24-1,2026-02,2026-02-28,2026-02-W5,27,194.00,140.86,5243.15,3806.96
TS-2026-02-01440,TS-2026-0126,staff-professional-services-3,svc-sub-24-1,2026-02,2026-02-07,2026-02-W1,30.8,187.00,139.54,5766.22,4302.77
TS-2026-02-01441,TS-2026-0127,staff-professional-services-3,svc-sub-24-1,2026-02,2026-02-13,2026-02-W2,22.4,187.00,139.54,4188.21,3125.26
TS-2026-02-01442,TS-2026-0128,staff-professional-services-3,svc-sub-24-1,2026-02,2026-02-19,2026-02-W3,16.6,187.00,139.54,3098.83,2312.36
TS-2026-02-01443,TS-2026-0129,staff-professional-services-3,svc-sub-24-1,2026-02,2026-02-26,2026-02-W4,34.1,187.00,139.54,6378.97,4760.01
TS-2026-02-01444,TS-2026-0130,staff-professional-services-3,svc-sub-24-1,2026-02,2026-02-28,2026-02-W5,29.3,187.00,139.54,5475.27,4085.66
TS-2026-02-01445,TS-2026-0131,staff-professional-services-1,svc-sub-25-0,2026-02,2026-02-08,2026-02-W1,15.3,211.00,137.20,3232.84,2102.11
TS-2026-02-01446,TS-2026-0132,staff-professional-services-1,svc-sub-25-0,2026-02,2026-02-14,2026-02-W2,19.1,211.00,137.20,4035.29,2623.89
TS-2026-02-01447,TS-2026-0133,staff-professional-services-1,svc-sub-25-0,2026-02,2026-02-19,2026-02-W3,23.1,211.00,137.20,4869.92,3166.60
TS-2026-02-01448,TS-2026-0134,staff-professional-services-1,svc-sub-25-0,2026-02,2026-02-25,2026-02-W4,26.1,211.00,137.20,5517.34,3587.58
TS-2026-02-01449,TS-2026-0135,staff-professional-services-1,svc-sub-25-0,2026-02,2026-02-28,2026-02-W5,19.4,211.00,137.20,4094.61,2662.47
TS-2026-02-01450,TS-2026-0136,staff-professional-services-4,svc-sub-25-1,2026-02,2026-02-08,2026-02-W1,9.6,214.00,155.41,2057.86,1494.45
TS-2026-02-01451,TS-2026-0137,staff-professional-services-4,svc-sub-25-1,2026-02,2026-02-13,2026-02-W2,6,214.00,155.41,1273.58,924.89
TS-2026-02-01452,TS-2026-0138,staff-professional-services-4,svc-sub-25-1,2026-02,2026-02-20,2026-02-W3,4.6,214.00,155.41,992.37,720.67
TS-2026-02-01453,TS-2026-0139,staff-professional-services-4,svc-sub-25-1,2026-02,2026-02-26,2026-02-W4,7.1,214.00,155.41,1509.76,1096.41
TS-2026-02-01454,TS-2026-0140,staff-professional-services-4,svc-sub-25-1,2026-02,2026-02-28,2026-02-W5,7.8,214.00,155.41,1666.43,1210.19
TS-2026-02-01455,TS-2026-0141,staff-professional-services-9,svc-sub-25-2,2026-02,2026-02-07,2026-02-W1,7.4,211.00,152.39,1551.63,1120.63
TS-2026-02-01456,TS-2026-0142,staff-professional-services-9,svc-sub-25-2,2026-02,2026-02-13,2026-02-W2,8.4,211.00,152.39,1777.40,1283.69
TS-2026-02-01457,TS-2026-0143,staff-professional-services-9,svc-sub-25-2,2026-02,2026-02-19,2026-02-W3,11.1,211.00,152.39,2346.34,1694.59
TS-2026-02-01458,TS-2026-0144,staff-professional-services-9,svc-sub-25-2,2026-02,2026-02-26,2026-02-W4,8.7,211.00,152.39,1836.84,1326.62
TS-2026-02-01459,TS-2026-0145,staff-professional-services-9,svc-sub-25-2,2026-02,2026-02-28,2026-02-W5,7.1,211.00,152.39,1487.79,1074.52
TS-2026-03-01460,TS-2026-0146,staff-professional-services-1,svc-sub-22-0,2026-03,2026-03-08,2026-03-W1,2,197.00,133.68,400.71,271.91
TS-2026-03-01461,TS-2026-0147,staff-professional-services-1,svc-sub-22-0,2026-03,2026-03-14,2026-03-W2,1.2,197.00,133.68,232.78,157.96
TS-2026-03-01462,TS-2026-0148,staff-professional-services-1,svc-sub-22-0,2026-03,2026-03-20,2026-03-W3,1.7,197.00,133.68,343.70,233.23
