id,doc_number,staff_id,period,period_label,date,gross_pay,employee_taxes,benefits,net_pay
PC-2026-02-2257,PAY-2026-0934,staff-engineering-22,2026-02,2026-02 2nd half,2026-02-28,6904.16,2047.09,551.95,4305.12
PC-2026-03-2258,PAY-2026-0935,staff-engineering-22,2026-03,2026-03 1st half,2026-03-15,6904.17,2047.09,551.95,4305.13
PC-2026-03-2259,PAY-2026-0936,staff-engineering-22,2026-03,2026-03 2nd half,2026-03-31,6904.16,2047.09,551.95,4305.12
PC-2026-04-2260,PAY-2026-0937,staff-engineering-22,2026-04,2026-04 1st half,2026-04-15,6904.17,2047.09,551.95,4305.13
PC-2026-04-2261,PAY-2026-0938,staff-engineering-22,2026-04,2026-04 2nd half,2026-04-30,6904.16,2047.09,551.95,4305.12
PC-2026-05-2262,PAY-2026-0939,staff-engineering-22,2026-05,2026-05 1st half,2026-05-15,6904.17,2047.09,551.95,4305.13
PC-2026-05-2263,PAY-2026-0940,staff-engineering-22,2026-05,2026-05 2nd half,2026-05-31,6904.16,2047.09,551.95,4305.12
PC-2026-06-2264,PAY-2026-0941,staff-engineering-22,2026-06,2026-06 1st half,2026-06-15,6904.17,2047.09,551.95,4305.13
PC-2026-06-2265,PAY-2026-0942,staff-engineering-22,2026-06,2026-06 2nd half,2026-06-30,6904.16,2047.09,551.95,4305.12
PC-2026-07-2266,PAY-2026-0943,staff-engineering-22,2026-07,2026-07 1st half,2026-07-15,6904.17,2047.09,551.95,4305.13
PC-2026-07-2267,PAY-2026-0944,staff-engineering-22,2026-07,2026-07 2nd half,2026-07-31,6904.16,2047.09,551.95,4305.12
PC-2026-08-2268,PAY-2026-0945,staff-engineering-22,2026-08,2026-08 1st half,2026-08-15,6904.17,2047.09,551.95,4305.13
PC-2026-08-2269,PAY-2026-0946,staff-engineering-22,2026-08,2026-08 2nd half,2026-08-31,6904.16,2047.09,551.95,4305.12
PC-2026-09-2270,PAY-2026-0947,staff-engineering-22,2026-09,2026-09 1st half,2026-09-15,6904.17,2047.09,551.95,4305.13
PC-2026-09-2271,PAY-2026-0948,staff-engineering-22,2026-09,2026-09 2nd half,2026-09-30,6904.16,2047.09,551.95,4305.12
PC-2026-10-2272,PAY-2026-0949,staff-engineering-22,2026-10,2026-10 1st half,2026-10-15,7145.81,2118.73,571.27,4455.81
PC-2026-10-2273,PAY-2026-0950,staff-engineering-22,2026-10,2026-10 2nd half,2026-10-31,7145.82,2118.73,571.27,4455.82
PC-2026-11-2274,PAY-2026-0951,staff-engineering-22,2026-11,2026-11 1st half,2026-11-15,7145.81,2118.73,571.27,4455.81
PC-2026-11-2275,PAY-2026-0952,staff-engineering-22,2026-11,2026-11 2nd half,2026-11-30,7145.82,2118.73,571.27,4455.82
PC-2026-12-2276,PAY-2026-0953,staff-engineering-22,2026-12,2026-12 1st half,2026-12-15,11433.30,3389.97,914.03,7129.30
PC-2026-12-2277,PAY-2026-0954,staff-engineering-22,2026-12,2026-12 2nd half,2026-12-31,11433.30,2948.24,914.03,7571.03
PC-2026-01-2278,PAY-2026-0955,staff-engineering-23,2026-01,2026-01 1st half,2026-01-15,8495.83,2688.93,609.82,5197.08
PC-2026-01-2279,PAY-2026-0956,staff-engineering-23,2026-01,2026-01 2nd half,2026-01-31,8495.84,2688.93,609.82,5197.09
PC-2026-02-2280,PAY-2026-0957,staff-engineering-23,2026-02,2026-02 1st half,2026-02-15,8495.83,2688.93,609.82,5197.08
PC-2026-02-2281,PAY-2026-0958,staff-engineering-23,2026-02,2026-02 2nd half,2026-02-28,8495.84,2688.93,609.82,5197.09
PC-2026-03-2282,PAY-2026-0959,staff-engineering-23,2026-03,2026-03 1st half,2026-03-15,8495.83,2688.93,609.82,5197.08
PC-2026-03-2283,PAY-2026-0960,staff-engineering-23,2026-03,2026-03 2nd half,2026-03-31,8495.84,2688.93,609.82,5197.09
PC-2026-04-2284,PAY-2026-0961,staff-engineering-23,2026-04,2026-04 1st half,2026-04-15,8495.83,2688.93,609.82,5197.08
PC-2026-04-2285,PAY-2026-0962,staff-engineering-23,2026-04,2026-04 2nd half,2026-04-30,8495.84,2688.93,609.82,5197.09
PC-2026-05-2286,PAY-2026-0963,staff-engineering-23,2026-05,2026-05 1st half,2026-05-15,8495.83,2688.93,609.82,5197.08
PC-2026-05-2287,PAY-2026-0964,staff-engineering-23,2026-05,2026-05 2nd half,2026-05-31,8495.84,2688.93,609.82,5197.09
PC-2026-06-2288,PAY-2026-0965,staff-engineering-23,2026-06,2026-06 1st half,2026-06-15,8495.83,2688.93,609.82,5197.08
PC-2026-06-2289,PAY-2026-0966,staff-engineering-23,2026-06,2026-06 2nd half,2026-06-30,8495.84,2688.93,609.82,5197.09
PC-2026-07-2290,PAY-2026-0967,staff-engineering-23,2026-07,2026-07 1st half,2026-07-15,8495.83,2688.93,609.82,5197.08
PC-2026-07-2291,PAY-2026-0968,staff-engineering-23,2026-07,2026-07 2nd half,2026-07-31,8495.84,2688.93,609.82,5197.09
PC-2026-08-2292,PAY-2026-0969,staff-engineering-23,2026-08,2026-08 1st half,2026-08-15,8495.83,2688.93,609.82,5197.08
PC-2026-08-2293,PAY-2026-0970,staff-engineering-23,2026-08,2026-08 2nd half,2026-08-31,8495.84,2688.93,609.82,5197.09
PC-2026-09-2294,PAY-2026-0971,staff-engineering-23,2026-09,2026-09 1st half,2026-09-15,8495.83,2688.93,609.82,5197.08
PC-2026-09-2295,PAY-2026-0972,staff-engineering-23,2026-09,2026-09 2nd half,2026-09-30,8495.84,2688.93,609.82,5197.09
PC-2026-10-2296,PAY-2026-0973,staff-engineering-23,2026-10,2026-10 1st half,2026-10-15,8495.83,2688.93,609.82,5197.08
PC-2026-10-2297,PAY-2026-0974,staff-engineering-23,2026-10,2026-10 2nd half,2026-10-31,8495.84,2607.30,609.82,5278.72
PC-2026-11-2298,PAY-2026-0975,staff-engineering-23,2026-11,2026-11 1st half,2026-11-15,8495.83,2162.19,609.82,5723.82
PC-2026-11-2299,PAY-2026-0976,staff-engineering-23,2026-11,2026-11 2nd half,2026-11-30,8495.84,2162.19,609.82,5723.83
PC-2026-12-2300,PAY-2026-0977,staff-engineering-23,2026-12,2026-12 1st half,2026-12-15,13593.33,3459.50,975.71,9158.12
PC-2026-12-2301,PAY-2026-0978,staff-engineering-23,2026-12,2026-12 2nd half,2026-12-31,13593.34,3459.50,975.72,9158.12
PC-2026-01-2302,PAY-2026-0979,staff-engineering-24,2026-01,2026-01 1st half,2026-01-15,4487.50,1330.55,400.59,2756.36
PC-2026-01-2303,PAY-2026-0980,staff-engineering-24,2026-01,2026-01 2nd half,2026-01-31,4487.50,1330.55,400.59,2756.36
PC-2026-02-2304,PAY-2026-0981,staff-engineering-24,2026-02,2026-02 1st half,2026-02-15,4487.50,1330.55,400.59,2756.36
PC-2026-02-2305,PAY-2026-0982,staff-engineering-24,2026-02,2026-02 2nd half,2026-02-28,4487.50,1330.55,400.59,2756.36
PC-2026-03-2306,PAY-2026-0983,staff-engineering-24,2026-03,2026-03 1st half,2026-03-15,4487.50,1330.55,400.59,2756.36
PC-2026-03-2307,PAY-2026-0984,staff-engineering-24,2026-03,2026-03 2nd half,2026-03-31,4487.50,1330.55,400.59,2756.36
PC-2026-04-2308,PAY-2026-0985,staff-engineering-24,2026-04,2026-04 1st half,2026-04-15,4487.50,1330.55,400.59,2756.36
PC-2026-04-2309,PAY-2026-0986,staff-engineering-24,2026-04,2026-04 2nd half,2026-04-30,4487.50,1330.55,400.59,2756.36
PC-2026-05-2310,PAY-2026-0987,staff-engineering-24,2026-05,2026-05 1st half,2026-05-15,4487.50,1330.55,400.59,2756.36
PC-2026-05-2311,PAY-2026-0988,staff-engineering-24,2026-05,2026-05 2nd half,2026-05-31,4487.50,1330.55,400.59,2756.36
PC-2026-06-2312,PAY-2026-0989,staff-engineering-24,2026-06,2026-06 1st half,2026-06-15,4487.50,1330.55,400.59,2756.36
PC-2026-06-2313,PAY-2026-0990,staff-engineering-24,2026-06,2026-06 2nd half,2026-06-30,4487.50,1330.55,400.59,2756.36
PC-2026-07-2314,PAY-2026-0991,staff-engineering-24,2026-07,2026-07 1st half,2026-07-15,4487.50,1330.55,400.59,2756.36
PC-2026-07-2315,PAY-2026-0992,staff-engineering-24,2026-07,2026-07 2nd half,2026-07-31,4487.50,1330.55,400.59,2756.36
PC-2026-08-2316,PAY-2026-0993,staff-engineering-24,2026-08,2026-08 1st half,2026-08-15,4487.50,1330.55,400.59,2756.36
PC-2026-08-2317,PAY-2026-0994,staff-engineering-24,2026-08,2026-08 2nd half,2026-08-31,4487.50,1330.55,400.59,2756.36
PC-2026-09-2318,PAY-2026-0995,staff-engineering-24,2026-09,2026-09 1st half,2026-09-15,4487.50,1330.55,400.59,2756.36
PC-2026-09-2319,PAY-2026-0996,staff-engineering-24,2026-09,2026-09 2nd half,2026-09-30,4487.50,1330.55,400.59,2756.36
PC-2026-10-2320,PAY-2026-0997,staff-engineering-24,2026-10,2026-10 1st half,2026-10-15,4487.50,1330.55,400.59,2756.36
PC-2026-10-2321,PAY-2026-0998,staff-engineering-24,2026-10,2026-10 2nd half,2026-10-31,4487.50,1330.55,400.59,2756.36
PC-2026-11-2322,PAY-2026-0999,staff-engineering-24,2026-11,2026-11 1st half,2026-11-15,4487.50,1330.55,400.59,2756.36
PC-2026-11-2323,PAY-2026-1000,staff-engineering-24,2026-11,2026-11 2nd half,2026-11-30,4487.50,1330.55,400.59,2756.36
PC-2026-12-2324,PAY-2026-1001,staff-engineering-24,2026-12,2026-12 1st half,2026-12-15,7180.00,2128.87,640.94,4410.19
PC-2026-12-2325,PAY-2026-1002,staff-engineering-24,2026-12,2026-12 2nd half,2026-12-31,7180.00,2128.87,640.94,4410.19
PC-2026-02-2326,PAY-2026-1003,staff-engineering-25,2026-02,2026-02 1st half,2026-02-15,5812.50,1723.41,504.67,3584.42
PC-2026-02-2327,PAY-2026-1004,staff-engineering-25,2026-02,2026-02 2nd half,2026-02-28,5812.50,1723.41,504.67,3584.42
PC-2026-03-2328,PAY-2026-1005,staff-engineering-25,2026-03,2026-03 1st half,2026-03-15,5812.50,1723.41,504.67,3584.42
PC-2026-03-2329,PAY-2026-1006,staff-engineering-25,2026-03,2026-03 2nd half,2026-03-31,5812.50,1723.41,504.67,3584.42
PC-2026-04-2330,PAY-2026-1007,staff-engineering-25,2026-04,2026-04 1st half,2026-04-15,5812.50,1723.41,504.67,3584.42
PC-2026-04-2331,PAY-2026-1008,staff-engineering-25,2026-04,2026-04 2nd half,2026-04-30,5812.50,1723.41,504.67,3584.42
PC-2026-05-2332,PAY-2026-1009,staff-engineering-25,2026-05,2026-05 1st half,2026-05-15,5812.50,1723.41,504.67,3584.42
PC-2026-05-2333,PAY-2026-1010,staff-engineering-25,2026-05,2026-05 2nd half,2026-05-31,5812.50,1723.41,504.67,3584.42
PC-2026-06-2334,PAY-2026-1011,staff-engineering-25,2026-06,2026-06 1st half,2026-06-15,5812.50,1723.41,504.67,3584.42
PC-2026-06-2335,PAY-2026-1012,staff-engineering-25,2026-06,2026-06 2nd half,2026-06-30,5812.50,1723.41,504.67,3584.42
PC-2026-07-2336,PAY-2026-1013,staff-engineering-25,2026-07,2026-07 1st half,2026-07-15,5812.50,1723.41,504.67,3584.42
PC-2026-07-2337,PAY-2026-1014,staff-engineering-25,2026-07,2026-07 2nd half,2026-07-31,5812.50,1723.41,504.67,3584.42
PC-2026-08-2338,PAY-2026-1015,staff-engineering-25,2026-08,2026-08 1st half,2026-08-15,5812.50,1723.41,504.67,3584.42
PC-2026-08-2339,PAY-2026-1016,staff-engineering-25,2026-08,2026-08 2nd half,2026-08-31,5812.50,1723.41,504.67,3584.42
PC-2026-09-2340,PAY-2026-1017,staff-engineering-25,2026-09,2026-09 1st half,2026-09-15,5812.50,1723.41,504.67,3584.42
PC-2026-09-2341,PAY-2026-1018,staff-engineering-25,2026-09,2026-09 2nd half,2026-09-30,5812.50,1723.41,504.67,3584.42
PC-2026-10-2342,PAY-2026-1019,staff-engineering-25,2026-10,2026-10 1st half,2026-10-15,5812.50,1723.41,504.67,3584.42
PC-2026-10-2343,PAY-2026-1020,staff-engineering-25,2026-10,2026-10 2nd half,2026-10-31,5812.50,1723.41,504.67,3584.42
PC-2026-11-2344,PAY-2026-1021,staff-engineering-25,2026-11,2026-11 1st half,2026-11-15,5812.50,1723.41,504.67,3584.42
PC-2026-11-2345,PAY-2026-1022,staff-engineering-25,2026-11,2026-11 2nd half,2026-11-30,5812.50,1723.41,504.67,3584.42
PC-2026-12-2346,PAY-2026-1023,staff-engineering-25,2026-12,2026-12 1st half,2026-12-15,9300.00,2757.45,807.48,5735.07
PC-2026-12-2347,PAY-2026-1024,staff-engineering-25,2026-12,2026-12 2nd half,2026-12-31,9300.00,2757.45,807.48,5735.07
PC-2026-03-2348,PAY-2026-1025,staff-engineering-26,2026-03,2026-03 1st half,2026-03-15,9562.50,3026.54,813.48,5722.48
PC-2026-03-2349,PAY-2026-1026,staff-engineering-26,2026-03,2026-03 2nd half,2026-03-31,9562.50,3026.54,813.48,5722.48
PC-2026-04-2350,PAY-2026-1027,staff-engineering-26,2026-04,2026-04 1st half,2026-04-15,9562.50,3026.54,813.48,5722.48
PC-2026-04-2351,PAY-2026-1028,staff-engineering-26,2026-04,2026-04 2nd half,2026-04-30,9562.50,3026.54,813.48,5722.48
PC-2026-05-2352,PAY-2026-1029,staff-engineering-26,2026-05,2026-05 1st half,2026-05-15,9562.50,3026.54,813.48,5722.48
PC-2026-05-2353,PAY-2026-1030,staff-engineering-26,2026-05,2026-05 2nd half,2026-05-31,9562.50,3026.54,813.48,5722.48
PC-2026-06-2354,PAY-2026-1031,staff-engineering-26,2026-06,2026-06 1st half,2026-06-15,9562.50,3026.54,813.48,5722.48
PC-2026-06-2355,PAY-2026-1032,staff-engineering-26,2026-06,2026-06 2nd half,2026-06-30,9562.50,3026.54,813.48,5722.48
PC-2026-07-2356,PAY-2026-1033,staff-engineering-26,2026-07,2026-07 1st half,2026-07-15,9562.50,3026.54,813.48,5722.48
PC-2026-07-2357,PAY-2026-1034,staff-engineering-26,2026-07,2026-07 2nd half,2026-07-31,9562.50,3026.54,813.48,5722.48
PC-2026-08-2358,PAY-2026-1035,staff-engineering-26,2026-08,2026-08 1st half,2026-08-15,9562.50,3026.54,813.48,5722.48
PC-2026-08-2359,PAY-2026-1036,staff-engineering-26,2026-08,2026-08 2nd half,2026-08-31,9562.50,3026.54,813.48,5722.48
PC-2026-09-2360,PAY-2026-1037,staff-engineering-26,2026-09,2026-09 1st half,2026-09-15,9562.50,3026.54,813.48,5722.48
PC-2026-09-2361,PAY-2026-1038,staff-engineering-26,2026-09,2026-09 2nd half,2026-09-30,9562.50,3026.54,813.48,5722.48
PC-2026-10-2362,PAY-2026-1039,staff-engineering-26,2026-10,2026-10 1st half,2026-10-15,9562.50,3026.54,813.48,5722.48
PC-2026-10-2363,PAY-2026-1040,staff-engineering-26,2026-10,2026-10 2nd half,2026-10-31,9562.50,3026.54,813.48,5722.48
PC-2026-11-2364,PAY-2026-1041,staff-engineering-26,2026-11,2026-11 1st half,2026-11-15,9562.50,3026.54,813.48,5722.48
PC-2026-11-2365,PAY-2026-1042,staff-engineering-26,2026-11,2026-11 2nd half,2026-11-30,9562.50,2807.99,813.48,5941.03
PC-2026-12-2366,PAY-2026-1043,staff-engineering-26,2026-12,2026-12 1st half,2026-12-15,15300.00,3893.85,1301.56,10104.59
PC-2026-12-2367,PAY-2026-1044,staff-engineering-26,2026-12,2026-12 2nd half,2026-12-31,15300.00,3893.85,1301.56,10104.59
PC-2026-03-2368,PAY-2026-1045,staff-engineering-27,2026-03,2026-03 1st half,2026-03-15,5158.33,1529.45,447.89,3180.99
PC-2026-03-2369,PAY-2026-1046,staff-engineering-27,2026-03,2026-03 2nd half,2026-03-31,5158.34,1529.45,447.90,3180.99
PC-2026-04-2370,PAY-2026-1047,staff-engineering-27,2026-04,2026-04 1st half,2026-04-15,5158.33,1529.45,447.89,3180.99
PC-2026-04-2371,PAY-2026-1048,staff-engineering-27,2026-04,2026-04 2nd half,2026-04-30,5158.34,1529.45,447.90,3180.99
PC-2026-05-2372,PAY-2026-1049,staff-engineering-27,2026-05,2026-05 1st half,2026-05-15,5158.33,1529.45,447.89,3180.99
PC-2026-05-2373,PAY-2026-1050,staff-engineering-27,2026-05,2026-05 2nd half,2026-05-31,5158.34,1529.45,447.90,3180.99
PC-2026-06-2374,PAY-2026-1051,staff-engineering-27,2026-06,2026-06 1st half,2026-06-15,5158.33,1529.45,447.89,3180.99
PC-2026-06-2375,PAY-2026-1052,staff-engineering-27,2026-06,2026-06 2nd half,2026-06-30,5158.34,1529.45,447.90,3180.99
PC-2026-07-2376,PAY-2026-1053,staff-engineering-27,2026-07,2026-07 1st half,2026-07-15,5158.33,1529.45,447.89,3180.99
PC-2026-07-2377,PAY-2026-1054,staff-engineering-27,2026-07,2026-07 2nd half,2026-07-31,5158.34,1529.45,447.90,3180.99
PC-2026-08-2378,PAY-2026-1055,staff-engineering-27,2026-08,2026-08 1st half,2026-08-15,5158.33,1529.45,447.89,3180.99
PC-2026-08-2379,PAY-2026-1056,staff-engineering-27,2026-08,2026-08 2nd half,2026-08-31,5158.34,1529.45,447.90,3180.99
PC-2026-09-2380,PAY-2026-1057,staff-engineering-27,2026-09,2026-09 1st half,2026-09-15,5158.33,1529.45,447.89,3180.99
PC-2026-09-2381,PAY-2026-1058,staff-engineering-27,2026-09,2026-09 2nd half,2026-09-30,5158.34,1529.45,447.90,3180.99
PC-2026-10-2382,PAY-2026-1059,staff-engineering-27,2026-10,2026-10 1st half,2026-10-15,5158.33,1529.45,447.89,3180.99
PC-2026-10-2383,PAY-2026-1060,staff-engineering-27,2026-10,2026-10 2nd half,2026-10-31,5158.34,1529.45,447.90,3180.99
PC-2026-11-2384,PAY-2026-1061,staff-engineering-27,2026-11,2026-11 1st half,2026-11-15,5158.33,1529.45,447.89,3180.99
PC-2026-11-2385,PAY-2026-1062,staff-engineering-27,2026-11,2026-11 2nd half,2026-11-30,5158.34,1529.45,447.90,3180.99
PC-2026-12-2386,PAY-2026-1063,staff-engineering-27,2026-12,2026-12 1st half,2026-12-15,8253.33,2447.11,716.63,5089.59
PC-2026-12-2387,PAY-2026-1064,staff-engineering-27,2026-12,2026-12 2nd half,2026-12-31,8253.34,2447.11,716.63,5089.60
PC-2026-04-2388,PAY-2026-1065,staff-engineering-28,2026-04,2026-04 1st half,2026-04-15,6220.83,1844.47,530.04,3846.32
PC-2026-04-2389,PAY-2026-1066,staff-engineering-28,2026-04,2026-04 2nd half,2026-04-30,6220.84,1844.47,530.04,3846.33
PC-2026-05-2390,PAY-2026-1067,staff-engineering-28,2026-05,2026-05 1st half,2026-05-15,6220.83,1844.47,530.04,3846.32
PC-2026-05-2391,PAY-2026-1068,staff-engineering-28,2026-05,2026-05 2nd half,2026-05-31,6220.84,1844.47,530.04,3846.33
PC-2026-06-2392,PAY-2026-1069,staff-engineering-28,2026-06,2026-06 1st half,2026-06-15,6220.83,1844.47,530.04,3846.32
PC-2026-06-2393,PAY-2026-1070,staff-engineering-28,2026-06,2026-06 2nd half,2026-06-30,6220.84,1844.47,530.04,3846.33
PC-2026-07-2394,PAY-2026-1071,staff-engineering-28,2026-07,2026-07 1st half,2026-07-15,6220.83,1844.47,530.04,3846.32
PC-2026-07-2395,PAY-2026-1072,staff-engineering-28,2026-07,2026-07 2nd half,2026-07-31,6220.84,1844.47,530.04,3846.33
PC-2026-08-2396,PAY-2026-1073,staff-engineering-28,2026-08,2026-08 1st half,2026-08-15,6220.83,1844.47,530.04,3846.32
PC-2026-08-2397,PAY-2026-1074,staff-engineering-28,2026-08,2026-08 2nd half,2026-08-31,6220.84,1844.47,530.04,3846.33
PC-2026-09-2398,PAY-2026-1075,staff-engineering-28,2026-09,2026-09 1st half,2026-09-15,6220.83,1844.47,530.04,3846.32
PC-2026-09-2399,PAY-2026-1076,staff-engineering-28,2026-09,2026-09 2nd half,2026-09-30,6220.84,1844.47,530.04,3846.33
PC-2026-10-2400,PAY-2026-1077,staff-engineering-28,2026-10,2026-10 1st half,2026-10-15,6220.83,1844.47,530.04,3846.32
PC-2026-10-2401,PAY-2026-1078,staff-engineering-28,2026-10,2026-10 2nd half,2026-10-31,6220.84,1844.47,530.04,3846.33
PC-2026-11-2402,PAY-2026-1079,staff-engineering-28,2026-11,2026-11 1st half,2026-11-15,6220.83,1844.47,530.04,3846.32
PC-2026-11-2403,PAY-2026-1080,staff-engineering-28,2026-11,2026-11 2nd half,2026-11-30,6220.84,1844.47,530.04,3846.33
PC-2026-12-2404,PAY-2026-1081,staff-engineering-28,2026-12,2026-12 1st half,2026-12-15,9953.33,2951.16,848.07,6154.10
PC-2026-12-2405,PAY-2026-1082,staff-engineering-28,2026-12,2026-12 2nd half,2026-12-31,9953.34,2951.16,848.07,6154.11
PC-2026-05-2406,PAY-2026-1083,staff-engineering-29,2026-05,2026-05 1st half,2026-05-15,5704.17,1691.29,442.13,3570.75
PC-2026-05-2407,PAY-2026-1084,staff-engineering-29,2026-05,2026-05 2nd half,2026-05-31,5704.16,1691.29,442.13,3570.74
PC-2026-06-2408,PAY-2026-1085,staff-engineering-29,2026-06,2026-06 1st half,2026-06-15,5704.17,1691.29,442.13,3570.75
PC-2026-06-2409,PAY-2026-1086,staff-engineering-29,2026-06,2026-06 2nd half,2026-06-30,5704.16,1691.29,442.13,3570.74
PC-2026-07-2410,PAY-2026-1087,staff-engineering-29,2026-07,2026-07 1st half,2026-07-15,5704.17,1691.29,442.13,3570.75
PC-2026-07-2411,PAY-2026-1088,staff-engineering-29,2026-07,2026-07 2nd half,2026-07-31,5704.16,1691.29,442.13,3570.74
PC-2026-08-2412,PAY-2026-1089,staff-engineering-29,2026-08,2026-08 1st half,2026-08-15,5704.17,1691.29,442.13,3570.75
PC-2026-08-2413,PAY-2026-1090,staff-engineering-29,2026-08,2026-08 2nd half,2026-08-31,5704.16,1691.29,442.13,3570.74
PC-2026-09-2414,PAY-2026-1091,staff-engineering-29,2026-09,2026-09 1st half,2026-09-15,5704.17,1691.29,442.13,3570.75
PC-2026-09-2415,PAY-2026-1092,staff-engineering-29,2026-09,2026-09 2nd half,2026-09-30,5704.16,1691.29,442.13,3570.74
PC-2026-10-2416,PAY-2026-1093,staff-engineering-29,2026-10,2026-10 1st half,2026-10-15,5704.17,1691.29,442.13,3570.75
PC-2026-10-2417,PAY-2026-1094,staff-engineering-29,2026-10,2026-10 2nd half,2026-10-31,5704.16,1691.29,442.13,3570.74
PC-2026-11-2418,PAY-2026-1095,staff-engineering-29,2026-11,2026-11 1st half,2026-11-15,5704.17,1691.29,442.13,3570.75
PC-2026-11-2419,PAY-2026-1096,staff-engineering-29,2026-11,2026-11 2nd half,2026-11-30,5704.16,1691.29,442.13,3570.74
PC-2026-12-2420,PAY-2026-1097,staff-engineering-29,2026-12,2026-12 1st half,2026-12-15,9126.67,2706.06,707.41,5713.20
PC-2026-12-2421,PAY-2026-1098,staff-engineering-29,2026-12,2026-12 2nd half,2026-12-31,9126.66,2706.06,707.41,5713.19
PC-2026-05-2422,PAY-2026-1099,staff-engineering-30,2026-05,2026-05 1st half,2026-05-15,7350.00,2179.28,626.70,4544.02
PC-2026-05-2423,PAY-2026-1100,staff-engineering-30,2026-05,2026-05 2nd half,2026-05-31,7350.00,2179.28,626.70,4544.02
PC-2026-06-2424,PAY-2026-1101,staff-engineering-30,2026-06,2026-06 1st half,2026-06-15,7350.00,2179.28,626.70,4544.02
PC-2026-06-2425,PAY-2026-1102,staff-engineering-30,2026-06,2026-06 2nd half,2026-06-30,7350.00,2179.28,626.70,4544.02
PC-2026-07-2426,PAY-2026-1103,staff-engineering-30,2026-07,2026-07 1st half,2026-07-15,7350.00,2179.28,626.70,4544.02
PC-2026-07-2427,PAY-2026-1104,staff-engineering-30,2026-07,2026-07 2nd half,2026-07-31,7350.00,2179.28,626.70,4544.02
PC-2026-08-2428,PAY-2026-1105,staff-engineering-30,2026-08,2026-08 1st half,2026-08-15,7350.00,2179.28,626.70,4544.02
PC-2026-08-2429,PAY-2026-1106,staff-engineering-30,2026-08,2026-08 2nd half,2026-08-31,7350.00,2179.28,626.70,4544.02
PC-2026-09-2430,PAY-2026-1107,staff-engineering-30,2026-09,2026-09 1st half,2026-09-15,7350.00,2179.28,626.70,4544.02
PC-2026-09-2431,PAY-2026-1108,staff-engineering-30,2026-09,2026-09 2nd half,2026-09-30,7350.00,2179.28,626.70,4544.02
PC-2026-10-2432,PAY-2026-1109,staff-engineering-30,2026-10,2026-10 1st half,2026-10-15,7350.00,2179.28,626.70,4544.02
PC-2026-10-2433,PAY-2026-1110,staff-engineering-30,2026-10,2026-10 2nd half,2026-10-31,7350.00,2179.28,626.70,4544.02
PC-2026-11-2434,PAY-2026-1111,staff-engineering-30,2026-11,2026-11 1st half,2026-11-15,7350.00,2179.28,626.70,4544.02
PC-2026-11-2435,PAY-2026-1112,staff-engineering-30,2026-11,2026-11 2nd half,2026-11-30,7350.00,2179.28,626.70,4544.02
PC-2026-12-2436,PAY-2026-1113,staff-engineering-30,2026-12,2026-12 1st half,2026-12-15,11760.00,3486.84,1002.72,7270.44
PC-2026-12-2437,PAY-2026-1114,staff-engineering-30,2026-12,2026-12 2nd half,2026-12-31,11760.00,3486.84,1002.72,7270.44
PC-2026-06-2438,PAY-2026-1115,staff-engineering-31,2026-06,2026-06 1st half,2026-06-15,9666.67,3059.50,694.55,5912.62
PC-2026-06-2439,PAY-2026-1116,staff-engineering-31,2026-06,2026-06 2nd half,2026-06-30,9666.66,3059.50,694.55,5912.61
PC-2026-07-2440,PAY-2026-1117,staff-engineering-31,2026-07,2026-07 1st half,2026-07-15,9666.67,3059.50,694.55,5912.62
PC-2026-07-2441,PAY-2026-1118,staff-engineering-31,2026-07,2026-07 2nd half,2026-07-31,9666.66,3059.50,694.55,5912.61
PC-2026-08-2442,PAY-2026-1119,staff-engineering-31,2026-08,2026-08 1st half,2026-08-15,9666.67,3059.50,694.55,5912.62
PC-2026-08-2443,PAY-2026-1120,staff-engineering-31,2026-08,2026-08 2nd half,2026-08-31,9666.66,3059.50,694.55,5912.61
PC-2026-09-2444,PAY-2026-1121,staff-engineering-31,2026-09,2026-09 1st half,2026-09-15,9666.67,3059.50,694.55,5912.62
PC-2026-09-2445,PAY-2026-1122,staff-engineering-31,2026-09,2026-09 2nd half,2026-09-30,9666.66,3059.50,694.55,5912.61
PC-2026-10-2446,PAY-2026-1123,staff-engineering-31,2026-10,2026-10 1st half,2026-10-15,9666.67,3059.50,694.55,5912.62
PC-2026-10-2447,PAY-2026-1124,staff-engineering-31,2026-10,2026-10 2nd half,2026-10-31,9666.66,3059.50,694.55,5912.61
PC-2026-11-2448,PAY-2026-1125,staff-engineering-31,2026-11,2026-11 1st half,2026-11-15,9666.67,3059.50,694.55,5912.62
PC-2026-11-2449,PAY-2026-1126,staff-engineering-31,2026-11,2026-11 2nd half,2026-11-30,9666.66,3059.50,694.55,5912.61
PC-2026-12-2450,PAY-2026-1127,staff-engineering-31,2026-12,2026-12 1st half,2026-12-15,15466.67,4895.20,1111.29,9460.18
PC-2026-12-2451,PAY-2026-1128,staff-engineering-31,2026-12,2026-12 2nd half,2026-12-31,15466.66,4895.20,1111.29,9460.17
PC-2026-07-2452,PAY-2026-1129,staff-engineering-32,2026-07,2026-07 1st half,2026-07-15,5979.17,1772.83,455.11,3751.23
PC-2026-07-2453,PAY-2026-1130,staff-engineering-32,2026-07,2026-07 2nd half,2026-07-31,5979.16,1772.83,455.11,3751.22
